raw_name,ipeds_name,canonical_event_key,notes
Colorado State University,Colorado State University-Fort Collins,20180409_Virtual_Petition_WhiteSupremacyAgainst,
Colorado State University,Colorado State University-Fort Collins,20141201_FortCollins_SymbolicDisplay_PoliceViolence,
Colorado State University,Colorado State University-Fort Collins,20141204_FortCollins_SymbolicDisplay_Police Violence,
Colorado State University,Colorado State University-Fort Collins,20150518_FortCollins_Rally_UniversityGovernance,
SUNY at Geneseo,SUNY College at Geneseo,20151116_Geneseo_March_Anti-Racism,
SUNY at Geneseo,SUNY College at Geneseo,20170224_Geneseo_March_TrumpAgainst,
SUNY at Geneseo,SUNY College at Geneseo,20170224_Geneseo_SymbolicDisplay_TrumpFor,
SUNY at Geneseo,SUNY College at Geneseo,20170419_HarrisHill_Rally_PublicFunding,
SUNY at Geneseo,SUNY College at Geneseo,20180221_Geneseo_Walkout_GunControl,
Michigan Tech University,Michigan Technological University,20151115_Houghton_March_CampusClimate,
"Smith College in Northampton, Massachusetts",Smith College,NA,
Miami University,University of Miami,20151112_Oxford_Rally_AntiRacism,
Miami University,University of Miami,20160430_Oxford_Rally_GunControl,
Miami University,University of Miami,20160430_Oxford_March_GunOwnerRights,
Miami University,University of Miami,20160916_Oxford-OH_Rally_LGB+(Against),
Miami University,University of Miami,20160916_Oxford-OH_Rally_LGB+(For),
Miami University,University of Miami,20170830_Oxford_Rally_WhiteSupremacy(Against),
Miami University,University of Miami,20171025_Oxford_Rally_SexualAssault,
Miami University,University of Miami,20180326_Oxford_Demonstration_UniversityGovernance,
Miami University,University of Miami,20180327_Oxford_demonstration_UniversityGovernance,
Miami University,University of Miami,20180403_Oxford_OtherForm_UniversityGovernance,
North Carolina State University,North Carolina State University at Raleigh,20151112_Raleigh_Rally_Anti-racism,
North Carolina State University,North Carolina State University at Raleigh,20160213_Raleigh_March_OtherIssue,
North Carolina State University,North Carolina State University at Raleigh,20151111_Raleigh_OtherForm_Abortion(Against),
North Carolina State University,North Carolina State University at Raleigh,20151130_Raleigh_Rally_Economy,
North Carolina State University,North Carolina State University at Raleigh,20160126_Raleigh_Disruption_Universitygovernance,
North Carolina State University,North Carolina State University at Raleigh,20160408_Raleigh_Sit-in_Transgender(For),
North Carolina State University,North Carolina State University at Raleigh,20160415_ChapelHill_Disruption_Transgender(For),
North Carolina State University,North Carolina State University at Raleigh,20160923_Raleigh_Rally_PoliceViolence,
North Carolina State University,North Carolina State University at Raleigh,20160923_Raleigh_SybolicDisplay_NoIssue,
North Carolina State University,North Carolina State University at Raleigh,20161001_Raleigh_SymbolicDisplay_Anti-Racism,
North Carolina State University,North Carolina State University at Raleigh,20161111_Raleigh_Rally_NoIssue,
North Carolina State University,North Carolina State University at Raleigh,20170116_Raleigh_March_PoliceViolence,
North Carolina State University,North Carolina State University at Raleigh,20160924_Durham_NoForm_OtherIssue,
North Carolina State University,North Carolina State University at Raleigh,20171206_Raleigh_Petition_Economy,
North Carolina State University,North Carolina State University at Raleigh,20180221_Raleigh_UnknownForm_WhiteSupremacyAgainst,
North Carolina State University,North Carolina State University at Raleigh,20180420_Raleigh_Walkout_GunControl,
North Carolina State University,North Carolina State University at Raleigh,20130710_Raleigh_Rally_UniversityGovernance,
North Carolina State University,North Carolina State University at Raleigh,20130711_Raleigh_Petition_UniversityGovernance,
North Carolina State University,North Carolina State University at Raleigh,20130916_Raleigh_March_OtherIssue,
North Carolina State University,North Carolina State University at Raleigh,20131009_Raleigh_Demonstration_Environmental,
North Carolina State University,North Carolina State University at Raleigh,20140101_Raleigh_March_ImmigrationFor,
North Carolina State University,North Carolina State University at Raleigh,20140111_Raleigh_March_ImmigrationFor,
North Carolina State University,North Carolina State University at Raleigh,20140115_Raleigh_Demonstration_Economy,
North Carolina State University,North Carolina State University at Raleigh,20140131_Raleigh_Rally_UniversityGovernance,
North Carolina State University,North Carolina State University at Raleigh,20140323_Raleigh_Petition_UniversityGovernance,
North Carolina State University,North Carolina State University at Raleigh,20140402_Raleigh_Demonstration_AbortionAgainst,
North Carolina State University,North Carolina State University at Raleigh,20140402_Raleigh_Disruption_AbortionAccess,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20160229_Pittsburgh_UnknownForm_AltRight,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20160226_Pittsburgh_March_Economy,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20160413_Pittsburgh_Rally_Trump,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20160413_Pittsburgh_Rally_Trump_2,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20160922_Pittsburgh_Rally_PoliceViolence,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20161117_Pittsburgh_Rally_Trump(Against),
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20170511_Pittsburgh_SymbolicDisplay_AnimalRights,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20170418_Pittsburgh_Vigil_Faith-basedDiscrimination,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20170224_Pittsburgh_InformationDistribution_Environmental,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20161201_Pittsburgh_OtherForm_Environmental,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20170401_Philadelphia_Demonstration_OtherIssue,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20170912_Pittsburgh_March_Labor,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20170918_Pittsburgh_Rally_LGB+(Against),
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20170918_Pittsburgh_Rally_LGB+(For),
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20171114_Pittsburgh_Occupation_UniversityGovernance,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20171117_Pittsburgh_March_Universitygovernance,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20180331_Pittsburgh_March_GunControl,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20180331_Pittsburgh_Disruption_Otherissue,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20180405_Pittsburgh_March_Feminism,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,20180414_Pittsburgh_March_Otherissue,
Texas State University San Marcos,Texas State University-San Marcos,20151107_Columbia_Boycott_UniversityGovernance,
Texas State University San Marcos,Texas State University-San Marcos,20160413_SanMarcos_March_Tuition,
Texas State University San Marcos,Texas State University-San Marcos,20151104_SanMarcos_Rally_Abortion(Against),
Texas State University San Marcos,Texas State University-San Marcos,20151104_SanMarcos_Rally_Abortion(For),
Texas State University San Marcos,Texas State University-San Marcos,20151105_SanMarcos_Rally_Abortion(Against),
Texas State University San Marcos,Texas State University-San Marcos,20160413_SanMarcos_Symbolicdisplay_Otherissue,
Texas State University San Marcos,Texas State University-San Marcos,20180205_SanMarcos_March_UniversityGovernance,
Texas State University San Marcos,Texas State University-San Marcos,20180225_SanMarcos_NoForm_OtherIssue,
Texas State University San Marcos,Texas State University-San Marcos,20180227_SanMarcos_Demonstration_UniversityGovernance,
Texas State University San Marcos,Texas State University-San Marcos,20180322_SanMarcos_Walkout_GunControl,
Texas State University San Marcos,Texas State University-San Marcos,20180411_SanMarcos_Occupation_UniversityGovernance,
Texas State University San Marcos,Texas State University-San Marcos,20141125_SanMarcos_Rally_PoliceViolence,
University of North Carolina Asheville,University of North Carolina at Asheville,20160212_Asheville_March_Environmental,
University of North Carolina Asheville,University of North Carolina at Asheville,20180214_Asheville_Disruption_LGB,
University of North Carolina Asheville,University of North Carolina at Asheville,20180214_Asheville_Demonstration_OtherIssue,
SUNY Brockport,SUNY College at Brockport,20160304_Brockport_Walkout_Tuition,
SUNY Brockport,SUNY College at Brockport,20160304_Brockport_Walkout_Tuition,
Polytechnic State University,California Polytechnic State University-San Luis Obispo,20151109_SanLuisObispo_OtherForm_FreeSpeech,
Polytechnic State University,California Polytechnic State University-San Luis Obispo,20151111_SanLuisObispo_Rally_FaithBasedDiscrimination,
Polytechnic State University,California Polytechnic State University-San Luis Obispo,20151130_SanLuisObispo_OtherForm_CampusClimate,
Polytechnic State University,California Polytechnic State University-San Luis Obispo,20151203_SanLuisObispo_March_HateSpeech,
Polytechnic State University,California Polytechnic State University-San Luis Obispo,20141205_SanLuisObispo_March_PoliceViolence,
UNC-Chapel Hill,University of North Carolina at Chapel Hill,20170116_Raleigh_March_PoliceViolence,
UNC-Chapel Hill,University of North Carolina at Chapel Hill,20160926_Durham_March_LGB,
UNC-Chapel Hill,University of North Carolina at Chapel Hill,20160329_ChapelHill_March_Trangender(For),
University of California at Davis,University of California-Davis,20160221_Davis_Inequality,
NAU,Northern Arizona University,20151013_Flagstaff_March_Guncontrol,
Queens College,CUNY Queens College,20180312_NewYorkCity_Demonstration_LabourAndWork,
Queens College,CUNY Queens College,20151104_Flushing_Disruption_Labor,
Queens College,CUNY Queens College,20151104_Queens_Demonstration_Labor,
Queens College,CUNY Queens College,20151204_NewYorkCity_Occupation_Labor,
Queens College,CUNY Queens College,20160310_NewYorkCity_Rally_PublicFunding,
Queens College,CUNY Queens College,20160324_NewYorkCity_SymbolicDisplay_PublicFunding,
Queens College,CUNY Queens College,20130917_NewYorkCity_Rally_UniversityGovernance,
University of Massachusetts at Amherst,University of Massachusetts Amherst,20151112_Amherst_March_Labor,
University of Massachusetts at Amherst,University of Massachusetts Amherst,20151112_Amherst_March_Labor,
Columbia University,Columbia University in the City of New York,20170331_Cambridge_Rally_SexualViolence,
Columbia University,Columbia University in the City of New York,20171129_NewYorkCity_Rally_TuitionFees,
Columbia University,Columbia University in the City of New York,20180201_NewYorkCity_Rally_LabourAndWork,
Columbia University,Columbia University in the City of New York,20180209_NewYorkCity_Demonstration_LabourAndWork,
Columbia University,Columbia University in the City of New York,20151031_Hanover_Symbolicdisplay_Sexualassault,
Columbia University,Columbia University in the City of New York,20170226_NewYorkCity_Symbolic_Pro-Palestine,
Columbia University,Columbia University in the City of New York,20151018_NewYorkCity_Petition_Labor,
Columbia University,Columbia University in the City of New York,20151014_NewYorkCity_Rally_UniversityGovernance,
Columbia University,Columbia University in the City of New York,20151014_NewYorkCity_OtherForm_Environmental,
Columbia University,Columbia University in the City of New York,20151015_NewYorkCity_Sit-In_Labor,
Columbia University,Columbia University in the City of New York,20151027_NewYorkCity_OtherForm_Labor,
Columbia University,Columbia University in the City of New York,20151204_NewYorkCity_March_Labor,
Columbia University,Columbia University in the City of New York,20160216_NewYorkCity_Disruption_Environmental,
Columbia University,Columbia University in the City of New York,20151117_NewYorkCity_Demonstration_AntiRacism,
Columbia University,Columbia University in the City of New York,20151118_NewYorkCity_March_CampusClimate,
Columbia University,Columbia University in the City of New York,20151204_NewYorkCity_Rally_Labor,
Columbia University,Columbia University in the City of New York,20151207_NewYorkCity_Rally_UniversityGovernance,
Columbia University,Columbia University in the City of New York,20151214_NewYorkCity_UnknownForm_UniversityGovernance,
Columbia University,Columbia University in the City of New York,20160330_NewYorkCity_Rally_Labor,
Columbia University,Columbia University in the City of New York,20160414_NewYorkCity_Occupation_UniversityGovernance,
Columbia University,Columbia University in the City of New York,20160414_NewYorkCity_Rally_Environmental,
Columbia University,Columbia University in the City of New York,20160414_NewYorkCity_March_SexualAssault,
Columbia University,Columbia University in the City of New York,20161005_NewYorkCity_InformationDistribution_Labor,
Columbia University,Columbia University in the City of New York,20161028_NewYorkCity_Rally_SexualAssault,
Columbia University,Columbia University in the City of New York,20161109_NewYorkCity_Petition_ImmigrationFor,
Columbia University,Columbia University in the City of New York,20161109_NewYorkCity_Walkout_TrumpAgainst,
Columbia University,Columbia University in the City of New York,20161110_NewYorkCity_UnknownForm_TrumpAgainst,
Columbia University,Columbia University in the City of New York,20161110_NewYorkCity_Demonstration_TrumpAgainst,
Columbia University,Columbia University in the City of New York,20161111_NewYorkCity_Rally_TrumpAgainst,
Columbia University,Columbia University in the City of New York,20161111_NewYorkCity_Demonstration_TrumpAgainst,
Columbia University,Columbia University in the City of New York,20161116_NewYorkCity-Columbia_Walkout_ImmigrationFor,
Columbia University,Columbia University in the City of New York,20161213_NewYorkCity_Demonstration_IndigenousIssues,
Columbia University,Columbia University in the City of New York,20161219_NewYorkCity_Demonstration_Labor,
Columbia University,Columbia University in the City of New York,20170130_NewYorkCity_Rally_ImmigrationFor,
Columbia University,Columbia University in the City of New York,20170308_NewYorkCity_Walkout_Feminism,
Columbia University,Columbia University in the City of New York,20160901_Virtual_Petition_SexualAssault,
Columbia University,Columbia University in the City of New York,20171010_NewYorkCity_Blockade_WhiteSupremacyAgainst,
Columbia University,Columbia University in the City of New York,20171023_NewYorkCity_Rally_UniversityGovernance,
Columbia University,Columbia University in the City of New York,20171029_NewYorkCity_Petition_WhiteSupremacyAgainst,
Columbia University,Columbia University in the City of New York,20171030_NewYorkCity_Rally_WhiteSupremacyAgainst,
Columbia University,Columbia University in the City of New York,20180201_NewYorkCity_Rally_LabourAndWork,
Columbia University,Columbia University in the City of New York,20180209_NewYorkCity_Demonstration_LabourAndWork,
Columbia University,Columbia University in the City of New York,20180227_NewYorkCity_Demonstration_LabourAndWork,
Columbia University,Columbia University in the City of New York,20180227_NewYorkCity_PressConference_LabourAndWork,
Columbia University,Columbia University in the City of New York,20180327_NewYorkCity_Disruption_FarRightAgainst,
Columbia University,Columbia University in the City of New York,20180406_NewYorkCity_March_SexualAssault,
Columbia University,Columbia University in the City of New York,20180419_NewYorkCity_Occupation_UniversityGovernance,
Columbia University,Columbia University in the City of New York,20180420_NewYorkCity_Petition_SexualAssault,
Columbia University,Columbia University in the City of New York,20180424_NewYorkCity_Strike_LabourAndWork,
Columbia University,Columbia University in the City of New York,20180427_NewYorkCity_Petition_LabourAndWork,
Columbia University,Columbia University in the City of New York,20130929_NewYorkCity_Rally_FaithBasedDiscrimination,
Columbia University,Columbia University in the City of New York,20140930_Ithaca_Rally_SexualAssault,
University of Southern Misissippi,University of Southern Mississippi,20151025_Hattiesburg_Rally_RacializedSymbols,
University of Southern Misissippi,University of Southern Mississippi,20151025_Hattiesburg_Rally_OtherIssue,
University of Southern Misissippi,University of Southern Mississippi,20151108_Hattiesburg_Rally_RacialziedSymbols,
University of Southern Misissippi,University of Southern Mississippi,20151112_Hattiesburg_Rally_CampusClimate,
University of Southern Misissippi,University of Southern Mississippi,20161003_Hattiesburg_Rally_HateCrimes,
University of Southern Misissippi,University of Southern Mississippi,20161114_Hattiesburg_Rally_Trump(Against),
University of Southern Misissippi,University of Southern Mississippi,20170814_Hattiesburg_Vigil_WhiteSupremacy(Against),
University of Southern Misissippi,University of Southern Mississippi,20170926_Hattiesburg_Demonstration_FarRight(For),
University of Southern Misissippi,University of Southern Mississippi,20170820_Hattiesburg_Rally_FarRight(Against),
University of Southern Misissippi,University of Southern Mississippi,20170926_Hattiesburg_March_FarRight(For),
University of Southern Misissippi,University of Southern Mississippi,20141008_Hattiesburg_Demonstration_ProLife,
University of Southern Misissippi,University of Southern Mississippi,20141008_Hattiesburg_Rally_AbortionAccess,
MIT,Massachusetts Institute of Technology,20170928_Cambridge_Blockade_ImmigrationFor,
MIT,Massachusetts Institute of Technology,20180228_Cambridge_Rally_ImmigrationFor,
MIT,Massachusetts Institute of Technology,20151205_Cambridge_March_PoliceViolence,
MIT,Massachusetts Institute of Technology,20140417_Cambridge_March_Environmental,
MIT,Massachusetts Institute of Technology,20151106_Cambridge_Occupation_UniversityGovernance,
MIT,Massachusetts Institute of Technology,20131208_Cambridge_March_Environmental,
MIT,Massachusetts Institute of Technology,20151205_Cambridge_March_PoliceViolence,
Cal State East Bay,California State University-East Bay,20180404_Sacramento_Rally_Tuition,
Cal State East Bay,California State University-East Bay,20160229_Hayward_Picketing_Labor,
Kent State University,Kent State University at Kent,20151003_Kent_Vigil_Sexualassault,
Kent State University,Kent State University at Kent,20151119_Kent_Picketing_Labor,
Kent State University,Kent State University at Kent,20160504_Kent_Vigil_OtherIssue,
Kent State University,Kent State University at Kent,20161009_Kent_March_SexualAssault,
Kent State University,Kent State University at Kent,20170208_Kent_Walkout_PoliticalCorruption,
Kent State University,Kent State University at Kent,20170310_Kent_March_Trump(Against),
Kent State University,Kent State University at Kent,20170310_Kent_March_Trump(For),
Kent State University,Kent State University at Kent,20170406_Kent_Rally_SexualAssault,
Kent State University,Kent State University at Kent,20180314_Kent_Walkout_GunControl,
Kent State University,Kent State University at Kent,20180606_Kent_Demonstration_GunOwnerRights,
Kent State University,Kent State University at Kent,20180427_Kent_Demonstration_GunControl,
Kent State University,Kent State University at Kent,20180427_Kent_Demonstration_GunOwnerRights,
Kent State University,Kent State University at Kent,20131029_Kent_Rally_LGBSexualOrientationAgainst,
Kent State University,Kent State University at Kent,20131029_Kent_Rally_LGBSexualOrientationFor,
Kent State University,Kent State University at Kent,20140219_Kent_Rally_LGBSexualOrientationFor,
Kent State University,Kent State University at Kent,20140215_Columbia_Disruption_LGB+(For),
Kent State University,Kent State University at Kent,20140215_Columbia_Rally_LGB+(Against),
Kent State University,Kent State University at Kent,20140903_Kent_SymbolicDisplay_PoliceViolence,
Kent State University,Kent State University at Kent,20141011_Kent_Rally_Environmental,
Kent State University,Kent State University at Kent,20141125_Kent_March_PoliceViolence,
Kent State University,Kent State University at Kent,20141206_Kent_Rally_PoliceViolence,
Kent State University,Kent State University at Kent,20150311_Kent_Rally_Labor,
University of Hawaii Manoa,University of Hawaii at Manoa,20151101_Honolulu_Petition_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,20160504_Honolulu_Rally_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,20180314_Manoa_Walkout_GunControl,
University of Hawaii Manoa,University of Hawaii at Manoa,20140401_Hilo_InformationDistribution_OtherIssue,
University of Hawaii Manoa,University of Hawaii at Manoa,20140401_Honolulu_Demonstration_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,20140722_Honolulu_March_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,20140723_Honolulu_SitIn_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,20140801_Honolulu_Rally_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,20140829_Honolulu_Rally_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,20141115_Honolulu_SitIn_Labor,
University of Hawaii Manoa,University of Hawaii at Manoa,20141119_Honolulu_SitIn_Labor,
University of Hawaii Manoa,University of Hawaii at Manoa,20141124_Honolulu_Demonstration_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,20141127_Honolulu_Petition_UniversityGovernance,
Brigham Young University,Brigham Young University-Provo,20171121_SaltLakeCity_Rally_Tuition,
Brigham Young University,Brigham Young University-Provo,20160401_Provo_Petition_Sexualassault,
Brigham Young University,Brigham Young University-Provo,20160401_Provo_Rally_Sexualassault,
Brigham Young University,Brigham Young University-Provo,20160420_Provo_Rally_Sexualassault,
Brigham Young University,Brigham Young University-Provo,20160410_Virtual_Petition_SexualAssault,
Brigham Young University,Brigham Young University-Provo,20161101_Provo_Trump(Against),
Brigham Young University,Brigham Young University-Provo,20170927_SaltLakeCity_Rally_AltRightAgainst,
Brigham Young University,Brigham Young University-Provo,20120914_Provo_OtherForm_UniversityGovernance,
Brigham Young University,Brigham Young University-Provo,20141210_Provo_Symbolicdisplay_PoliceViolence,
SUNY Purchase,SUNY at Purchase College,20160304_Purchase_Walkout_Publicfunding,
SUNY Purchase,SUNY at Purchase College,20160304_Purchase_Walkout_Publicfunding,
St Cloud State University,Saint Cloud State University,20151119_St.Cloud_Rally_Anti-Racism,
St Cloud State University,Saint Cloud State University,20160128_St.Cloud_SymbolicDisplay_Anti-Racism,
St Cloud State University,Saint Cloud State University,20160920_StCloud_Rally_OtherIssue,
Washington University St.Louis,Washington University in St Louis,20151015_StLouis_Petition_SexualAssault,
Washington University St.Louis,Washington University in St Louis,20150929_StLouis_Rally_AbortionAccess,
Washington University St.Louis,Washington University in St Louis,20160923_StLouis_Occupation_PoliceViolence,
Washington University St.Louis,Washington University in St Louis,20161104_StLouis_Demonstration_Transgender(Against),
Washington University St.Louis,Washington University in St Louis,20161104_StLouis_Demonstration_Transgender(For),
Washington University St.Louis,Washington University in St Louis,20161111_StLouis_Rally_Trump(Against),
Washington University St.Louis,Washington University in St Louis,20161111_StLouis_March_Trump(Against),
Washington University St.Louis,Washington University in St Louis,20161117_StLouis_Rally_IndigenousIssues,
Washington University St.Louis,Washington University in St Louis,20170220_StLouis_Demonstration_LGB+(For),
Washington University St.Louis,Washington University in St Louis,20161118_StLouis_Rally_Immigration(For),
Washington University St.Louis,Washington University in St Louis,20161009_StLouis_Rally_UniversityGovernance,
Washington University St.Louis,Washington University in St Louis,20161009_StLouis_March_Economy,
Washington University St.Louis,Washington University in St Louis,20170101_StLouis_Petition_Environmental,
Washington University St.Louis,Washington University in St Louis,20170226_StLouis_Petition_Environmental,
Washington University St.Louis,Washington University in St Louis,20170914_StLouis_Rally_Labour,
Washington University St.Louis,Washington University in St Louis,20170914_StLouis_Petition_Labour,
Washington University St.Louis,Washington University in St Louis,20170921_StLouis_Rally_PoliceViolence,
Washington University St.Louis,Washington University in St Louis,20170922_StLouis_NoForm_Trump(Against),
Washington University St.Louis,Washington University in St Louis,20171006_StLouis_Demonstration_AntiRacism,
Washington University St.Louis,Washington University in St Louis,20171128_StLouis_Rally_Labour,
Washington University St.Louis,Washington University in St Louis,20180214_StLouis_Rally_UniversityGovernance,
Washington University St.Louis,Washington University in St Louis,20180330_StLouis_Rally_Environmental,
Washington University St.Louis,Washington University in St Louis,20171205_Washington_March_Tuition,
Central Connecticut University,Central Connecticut State University,20151201_NewBritain_Petition_UniversityGovernance,
Central Connecticut University,Central Connecticut State University,20151208_Hartford_Rally_Labor,
Central Connecticut University,Central Connecticut State University,20170126_Hartford_Rally_Tuition,
Central Connecticut University,Central Connecticut State University,20160920_NewBritain_Rally_UniversityGovernance,
Central Connecticut University,Central Connecticut State University,20170301_NewBritain_UnknownForm_Labor,
Central Connecticut University,Central Connecticut State University,20170425_NewBritain_Rally_UniversityGovernance,
Central Connecticut University,Central Connecticut State University,20180219_Mansfield_Rally_Trump(Against),
Central Connecticut University,Central Connecticut State University,20171101_NewBritain_Petition_LabourAndWork,
Central Connecticut University,Central Connecticut State University,20171106_NewBritain_Strike_LabourAndWork,
Central Connecticut University,Central Connecticut State University,20141230_NewBritain_OtherForm_PolceViolence,
Central Connecticut University,Central Connecticut State University,20141230_NewBritain_Rally_PoliceViolence,
UC Santa Barbara,University of California-Santa Barbara,20160504_SantaBarbara_OtherForm_Environmental,
UC Santa Barbara,University of California-Santa Barbara,20161109_SantaBarbara_Trump(Against),
UC Santa Barbara,University of California-Santa Barbara,20161108_SantaBarbara_Trump(Against),
UC Santa Barbara,University of California-Santa Barbara,20170120_SantaBarbara_Trump(Against),
UC Santa Barbara,University of California-Santa Barbara,20160504_SantaBarbara_OtherForm_Environmental,
UC Santa Barbara,University of California-Santa Barbara,20161109_SantaBarbara_Trump(Against),
UC Santa Barbara,University of California-Santa Barbara,20161108_SantaBarbara_Trump(Against),
UC Santa Barbara,University of California-Santa Barbara,20170120_SantaBarbara_Trump(Against),
UC Santa Barbara,University of California-Santa Barbara,20131031_Berkeley_Rally_Environmental,
UC Santa Barbara,University of California-Santa Barbara,20150411_SantaBarbara_Strike_Labour,
UC Santa Cruz,University of California-Santa Cruz,20160504_SantaCruz_OtherForm_Environmental,
UC Santa Cruz,University of California-Santa Cruz,20161108_SantaCruz_Trump(Against),
UC Santa Cruz,University of California-Santa Cruz,20170420_SantaCruz_Environmental,
UC Santa Cruz,University of California-Santa Cruz,20180404_Berkeley_Rally_Labor,
UC Santa Cruz,University of California-Santa Cruz,20131120_Berkeley_Strike_Labor,
UC Santa Cruz,University of California-Santa Cruz,20131120_SantaCruz_Strike_Labor,
UC Santa Cruz,University of California-Santa Cruz,20131013_SantaCruz_Immigration(for),
UC Santa Cruz,University of California-Santa Cruz,20160504_SantaCruz_OtherForm_Environmental,
UC Santa Cruz,University of California-Santa Cruz,20151114_SanFrancisco_Occupation_Tuition,
UC Santa Cruz,University of California-Santa Cruz,20161108_SantaCruz_Trump(Against),
UC Santa Cruz,University of California-Santa Cruz,20170420_SantaCruz_Environmental,
UC Santa Cruz,University of California-Santa Cruz,20131120_Berkeley_Strike_Labor,
UC Santa Cruz,University of California-Santa Cruz,20140402_Berkeley_Strike_Labor,
UC Santa Cruz,University of California-Santa Cruz,20131120_SantaCruz_Strike_Labor,
UC Santa Cruz,University of California-Santa Cruz,20140402_SantaCruz_Strike_Labor,
UC Santa Cruz,University of California-Santa Cruz,20131013_SantaCruz_Immigration(for),
UC Santa Cruz,University of California-Santa Cruz,20150303_SantaCruz_Blockade_Tuition,
UC Santa Cruz,University of California-Santa Cruz,20130305_SantaCruz_Blockade_Tuition,
UC Santa Cruz,University of California-Santa Cruz,20150409_SantaCruz_Strike_Labour,
Western Illinois University Quad City riverfront campus,Western Illinois University,20160217_Macomb_March_PublicFunding,
University of Pittsburgh,University of Pittsburgh-Pittsburgh Campus,20160224_Pittsburgh_Rally_AntiRacism,
University of Pittsburgh,University of Pittsburgh-Pittsburgh Campus,20160227_Pittsburgh_March_AntiWar,
University of Pittsburgh,University of Pittsburgh-Pittsburgh Campus,20170511_Pittsburgh_SymbolicDisplay_AnimalRights,
University of Pittsburgh,University of Pittsburgh-Pittsburgh Campus,20160224_Pittsburgh_Rally_AnimalRights,
University of Pittsburgh,University of Pittsburgh-Pittsburgh Campus,20160227_Pittsburgh_March_AntiWar,
University of Pittsburgh,University of Pittsburgh-Pittsburgh Campus,20160301_Pittsburgh_HungerStrike_AnimalRights,
University of Pittsburgh,University of Pittsburgh-Pittsburgh Campus,20161109_Pittsburgh_Rally_Trump(Against),
Chatham College,Chatham University,20160224_Pittsburgh_Rally_AnimalRights,
Chatham College,Chatham University,20160301_Pittsburgh_HungerStrike_AnimalRights,
University of Illinois Springfield,University of Illinois at Springfield,20151020_Springfield_Rally_Publicfunding,
University of Illinois Springfield,University of Illinois at Springfield,20160422_Springfield_March_Sexualassault,
University of Illinois Springfield,University of Illinois at Springfield,20170501_Springfield_Strike_Labour,
University of Illinois Springfield,University of Illinois at Springfield,20170503_Springfield_Petition_Labour,
University of Illinois Springfield,University of Illinois at Springfield,20180427_Sprinfield_March-UIS_SexualAssault,
University of Illinois Springfield,University of Illinois at Springfield,20150424_Springfield_March_SexualAssault,
Louisiana State University,Louisiana State University-System Office,20160219_BatonRouge_Rally_PublicFunding,
Louisiana State University,Louisiana State University-System Office,20160224_BatonRouge_Rally_PublicFunding,
Louisiana State University,Louisiana State University-System Office,20160711_BatonRouge_Otherform_PoliceViolence,
Louisiana State University,Louisiana State University-System Office,20170207_BatonRouge_Petition_Universitygovernance,
Louisiana State University,Louisiana State University-System Office,20170209_BatonRouge_Rally_Faith-based,
Louisiana State University,Louisiana State University-System Office,20170209_BatonRouge_OtherIssue,
Louisiana State University,Louisiana State University-System Office,20140419_BatonRouge_SymbolicDisplay_PoliceViolence,
Missouri Western State College,Missouri Western State University,20151014_St.Joseph_Rally_Feminism,
Missouri Western State College,Missouri Western State University,20161015_StJoseph_SymbolicDisplay_PoliceViolence,
