lat,lng,location
37.2089572,-93.2922989,"Springfield, MO, USA"
39.3292396,-82.1012554,"Athens, OH USA"
32.6098566,-85.48078249999999,"Auburn, AL USA"
36.8507689,-76.28587259999999,"Norfolk, VA, USA"
35.3732921,-119.0187125,"Bakersfield, CA, USA"
38.5925524,-90.3573389,"Webster Groves, MO,  USA"
41.2459149,-75.88130749999999,"Wilkes-Barre, PA, USA"
28.5999998,-81.33923519999999,"Winter Park, FL, USA"
25.9017472,-97.4974838,"Brownsville, TX, USA"
30.267153,-97.7430608,"Austin, Texas, USA"
41.4730948,-87.0611412,"Valparaiso, IN, USA"
41.4978306,-81.53734560000001,"University Heights, OH, USA"
41.6528052,-83.5378674,"Toledo, Ohio, USA"
33.4255104,-111.9400054,"Tempe, AZ, USA"
42.82472930000001,-83.26522539999999,"Oxford, MI, USA"
37.5565736,-79.0801084,"Sweet Briar, VA, USA"
43.0481221,-76.14742439999999,"Syracuse, New York, USA"
40.7127753,-74.0059728,"New York, NY, USA"
43.4083637,-84.6066704,"St. Louis, MI, USA"
46.8130816,-71.20745959999999,"Québec City, QC, Canada"
42.09868669999999,-75.91797380000001,"Binghamton, NY, United States"
42.09868669999999,-75.91797380000001,"Binghamton, NY USA"
45.4765446,-75.7012723,"Gatineau, Quebec, Canada"
42.3149367,-83.03636329999999,"Windsor, ON, Canada"
42.9849233,-81.2452768,"London, ON, Canada"
43.653226,-79.3831843,"Toronto, ON, Canada."
43.653226,-79.3831843,"Toronto,ON, Canada"
43.653226,-79.3831843,"Toronto, Ontario, Canada"
38.9403808,-92.3277375,University of Missouri-Columbia
38.9403808,-92.3277375,University of Missouri
38.9403808,-92.3277375,University of Missouri Columbia
38.9403808,-92.3277375,University of Missouri-Columbia's campus
37.8718992,-122.2585399,University of California Berkeley
42.3709104,-72.5170028,Amherst College
42.3867598,-72.5300515,University of Massachusetts Amherst
42.2762537,-83.7412441,University of Michigan Ann Arbor
33.7515658,-84.4112315,Clark Atlanta University
33.7971368,-84.32224,Emory University
40.19396769999999,-75.4563232,Ursinus College
33.753068,-84.38528190000001,Georgia State University in Atlanta
25.7173947,-80.2781262,University of Miami
37.3192806,-122.0447919,De Anza College
38.5382322,-121.7617125,University of California Davis
43.3147914,-91.8052049,Luther College
41.1598949,-73.2575513,Fairfield University
47.922891,-97.0768014,University of North Dakota
44.5313196,-87.9210482,University of Wisconsin Green Bay
34.1042832,-117.7050738,Pitzer College
34.0977461,-117.711806,Pomona College
39.63942520000001,-86.8634933,Depauw University
37.8718992,-122.2585399,"University of California, Berkeley"
42.3504997,-71.1053991,Boston University
42.3365405,-71.0997491,Massachusetts College of Art and Design
42.3465952,-71.0895292,Berklee College of Music
42.3522266,-71.0658133,Emerson College
43.7044406,-72.2886934,Dartmouth College
43.7044406,-72.2886934,Dartmouth
42.3355488,-71.16849450000001,Boston College
38.435092,-78.8697548,James Madison University
42.3770029,-71.11666009999999,Harvard University
42.3780901,-71.1188478,Harvard Law
42.3770029,-71.11666009999999,Harvard
42.3780901,-71.1188478,Harvard Law School
30.2849185,-97.7340567,University of Texas Austin
40.4908891,-88.9906541,Illinois Wesleyan University
39.1682449,-86.52300729999999,Indiana University
38.2122761,-85.75850229999999,University of Louisville
41.3163244,-72.92234309999999,Yale
33.5842591,-101.8782822,Texas Tech University
41.7055716,-86.2353388,University of Notre Dame
37.78059880000001,-122.1825631,Mills College
42.6850273,-73.8247903,SUNY at Albany
42.6850273,-73.8247903,University at Albany
36.107496,-115.1435252,University of Nevada Las Vegas
39.6779504,-75.7506114,University of Delaware
43.076592,-89.4124875,University of Wisconsin Madison
40.5121009,-88.99476299999999,Illinois State University
41.2958696,-82.22108899999999,Oberlin College
33.7933203,-117.8520736,Chapman University
40.3430942,-74.65507389999999,Princeton University
45.3875812,-75.69602019999999,Carleton University
45.42310639999999,-75.68313289999999,University of Ottawa
47.6091765,-122.3178465,Seattle University
40.00758099999999,-105.2659417,University of Colorado
41.8267718,-71.4025482,Brown University
41.8440047,-71.4347475,Providence College
41.82708179999999,-71.4092965,Rhode Island School of Design
46.7319225,-117.1542121,Washington State University
37.7079717,-89.2229983,Southern Illinois University
41.5566104,-72.65690409999999,Wesleyan University
40.0609352,-77.521684,Shippensburg University
40.7430841,-74.246082,Seton Hall University
37.4274745,-122.169719,Stanford University
43.0386952,-87.9310153,Marquette University
44.97399,-93.2277285,University of Minnesota
33.8850876,-118.095832,Cerritos College
39.648035900000004,-79.9697147,West Virginia University
46.7288124,-117.0126084,University of Idaho
41.6578804,-83.6142374,University of Toledo
43.7734535,-79.50186839999999,York University
43.6576585,-79.3788017,Ryerson University
43.653226,-79.3831843,University of Toronto
42.0564594,-87.67526699999999,Northwestern University
36.1447034,-86.8026551,Vanderbilt University
33.4551742,-88.79437659999999,Mississippi State University
34.068921,-118.4451811,University of California Los Angeles
34.0663797,-118.1684782,California State University Los Angeles
40.7982133,-77.8599084,Pennsylvania State University
30.4418778,-84.2984889,Florida State University
35.8486231,-86.3669156,Middle Tennessee State University
35.0843187,-106.6197812,University of New Mexico
44.4621319,-93.1840281,St Olaf College
39.9811911,-75.1553563,Temple University
28.0587031,-82.41385389999999,University of South Florida
39.3925121,-76.61263919999999,Towson University
40.7649368,-111.8421021,University of Utah
42.36535689999999,-71.2586441,Brandeis University
33.9737055,-117.3280644,University of California Riverside
37.7241492,-122.4799405,San Francisco State University
41.8685636,-87.6484497,University of Illinois at Chicago
29.7199489,-95.3422334,University of Houston
39.9523671,-75.5981257,West Chester University
41.9241868,-87.65416549999999,DePaul University
34.673407,-82.8367119,Clemson University
38.9076089,-77.07225849999999,Georgetown University
43.138948,-70.9370252,University of New Hampshire
36.0014258,-78.9382286,Duke University
38.9380155,-77.088922,American University
38.5893479,-90.3439695,Webster University
37.2709753,-76.71624659999999,College of William and Mary
36.1354887,-80.2792887,Wake Forest University
38.8997145,-77.0485992,George Washington University
42.9641221,-85.8890404,Grand Valley State University
33.9480053,-83.3773221,University of Georgia in Athens
39.324358,-82.10138889999999,Ohio University
32.7774047,-117.0714068,San Diego State University
32.8800604,-117.2340135,University of California San Diego
32.5933574,-85.4951663,Auburn University
44.4778528,-73.1964637,University of Vermont
41.5043413,-81.6083838,Case Western Reserve University
33.9937575,-81.0299186,University of South Carolina Columbia
32.7175697,-117.1508543,San Diego City College
38.4162018,-96.1792715,Emporia State University
42.4085371,-71.1182729,Tufts University
45.5243174,-123.1103252,Pacific University
40.57341479999999,-105.0865487,Colorado State University
29.6436325,-82.3549302,University of Florida
40.9416992,-90.3721309,Knox College
40.376152,-82.39579330000001,Kenyon College
49.26060520000001,-123.2459939,University of British Columbia
46.0708191,-118.3295895,Whitman College
42.2520353,-71.8245381,Clark University
42.2680949,-71.8443142,Worcester State University
42.79600689999999,-77.82386269999999,SUNY at Geneseo
34.16636,-118.2281216,Glendale Community College
47.1150259,-88.5452004,Michigan Tech University
42.3162992,-72.6403095,"Smith College in Northampton, Massachusetts"
28.6024274,-81.2000599,University of Central Florida
44.901867,-68.66882509999999,University of Maine
39.5087485,-84.73449149999999,Miami University
37.1374838,-80.5502298,Radford University
40.6977743,-89.6153484,Bradley University
35.7846633,-78.6820946,North Carolina State University
40.4432027,-79.9428499,Carnegie Mellon University
40.4443533,-79.960835,University of Pittsburgh Pittsburgh Campus
29.888411,-97.938351,Texas State University San Marcos
45.450223,-122.670186,Lewis & Clark College
39.5437205,-119.8141582,University of Nevada Reno
37.5526695,-77.4527359,Virginia Commonwealth University
43.1305531,-77.6260033,University of Rochester
37.7765643,-122.4507187,University of San Francisco
44.2611716,-88.3989041,Lawrence University
35.614396,-82.566611,University of North Carolina Asheville
43.2103817,-77.95108309999999,SUNY Brockport
37.72569,-122.4510797,City College of San Francisco
49.2780937,-122.9198833,Simon Fraser University
51.04473309999999,-114.0718831,University of Calgary
35.9049122,-79.0469134,UNC-Chapel Hill
36.21356280000001,-81.68432179999999,Appalachian State
39.7296653,-121.8478871,California State University Chico
43.0527984,-75.4059719,Hamilton College
38.5382322,-121.7617125,University of California at Davis
38.5382322,-121.7617125,University of California-Davis
42.3222599,-83.17631449999999,University of Michigan Dearborn
35.1802684,-111.6540336,NAU
40.736746,-73.8203195,Queens College
26.4626967,-81.7800748,Florida Gulf Coast University
36.1270236,-97.0737222,Oklahoma State University
39.90383300000001,-75.3526567,Swarthmore College
42.3867598,-72.5300515,University of Massachusetts at Amherst
39.7099689,-75.1191932,Rowan University
35.6068806,-77.3665364,East Carolina University
44.63658119999999,-63.59165549999999,Dalhousie University
40.8075355,-73.9625727,Columbia University
41.66270780000001,-91.5549771,University of Iowa
38.0317977,-120.3885135,Columbia College
36.3023954,-82.36985299999999,East Tennessee State University
35.2058936,-97.4457137,University of Oklahoma Norman Campus
36.0917841,-79.8887051,Guilford College
31.3298668,-89.33345349999999,University of Southern Misissippi
33.753068,-84.38528190000001,Georgia State University
42.0894288,-75.9694885,SUNY at Binghamton
42.360091,-71.09416,MIT
42.3583767,-71.06121619999999,Suffolk University
37.6568259,-122.0558839,Cal State East Bay
41.1497945,-81.34331590000001,Kent State University
42.4199229,-76.4969344,Ithaca College
42.4534492,-76.4735027,Cornell University
41.3148754,-105.5665744,University of Wyoming
40.8201966,-96.7004763,University of Nebraska Lincoln
41.745161,-111.8097425,Utah State University
33.3895475,-111.8735409,Mesa Community College
40.2079938,-85.4134775,Ball State University
36.616251,-88.3209372,Murray State University
38.19997720000001,-84.8565381,Kentucky State University
39.4835612,-88.17521839999999,Eastern Illinois University
40.6984713,-75.2101079,Lafayette College
36.8136777,-119.7461767,California State University Fresno
43.260879,-79.9192254,McMaster University
21.299824,-157.8148228,University of Hawaii Manoa
40.2518435,-111.6493156,Brigham Young University
39.7095679,-86.1346712,University of Indianapolis
39.8405491,-86.1708927,Butler University
41.0470553,-73.700419,SUNY Purchase
45.548639,-94.1515367,St Cloud State University
38.6487895,-90.3107962,Washington University St.Louis
39.0334683,-95.7018738,Washburn University
41.6931245,-72.7638508,Central Connecticut University
40.4766148,-90.6843599,Western Illinois University
42.3080218,-88.99321909999999,Rock Valley College
34.4139629,-119.848947,UC Santa Barbara
34.0223519,-118.285117,University of Southern California
29.888411,-97.938351,Texas State
37.3496418,-121.9389875,Santa Clara University
36.9820569,-122.0592552,UC Santa Cruz
42.819091,-73.9283841,Union College
41.5138435,-90.4907073,Western Illinois University Quad City riverfront campus
40.4443533,-79.960835,University of Pittsburgh
40.4486611,-79.92407279999999,Chatham College
44.6925546,-73.4669464,SUNY College at Plattsburgh
39.7305338,-89.6176711,University of Illinois Springfield
46.4672485,-80.9757296,Laurentian University
30.4132579,-91.1800023,Louisiana State University
43.1175731,-79.2476925,Brock University
39.7596804,-94.7844794,Missouri Western State College
41.7886079,-87.5987133,University of Chicago
36.21356280000001,-81.68432179999999,Appalachian State University
40.0142329,-105.2670571,Naropa University
40.00758099999999,-105.2659417,University of Colorado at Boulder
41.1427108,-77.46062429999999,Lock Haven University
33.7838235,-118.1140904,California State University Long Beach
41.73856199999999,-74.085197,SUNY New Paltz
42.88644679999999,-78.8783689,Buffalo
42.9237929,-78.8550954,Canisius College
40.1019523,-88.2271615,University of Illinois at Urbana Champaign
40.1019523,-88.2271615,University of Illinois
40.6021807,-74.15038109999999,College of Staten Island
36.1520526,-95.9460753,University of Tulsa
36.0508093,-95.9528284,Oral Roberts University
41.73856199999999,-74.085197,SUNY College at New Paltz
30.8491088,-83.2892073,Valdosta State University
31.5500848,-97.11354,Baylor University
46.2568931,-63.13890780000001,University of Prince Edward Island
41.8969889,-87.9471365,Elmhurst College
40.268479,-74.77763329999999,College of New Jersey
33.8823476,-117.8851033,California State University Fullerton
41.749223,-92.7201302,Grinnell College
34.3647349,-89.5383818,University of Mississippi
41.8695424,-88.0969325,Wheaton College
34.223874,-77.8696036,University of North Carolina Wilmington
42.7297628,-73.67888839999999,Rensselaer Polytechnic Institute
40.0368926,-75.3425785,Villanova University
30.419119,-97.8390214,Concordia University
43.5482599,-79.66268409999999,University of Toronto Mississauga
43.3807565,-84.6728043,Alma College
42.3256097,-72.5312799,Hampshire College in Massachusetts
42.3867598,-72.5300515,University of Massachusetts
32.7721681,-117.1888625,University of San Diego
41.3163244,-72.92234309999999,Yale University
42.3256097,-72.5312799,Hampshire College
32.7292117,-97.1151971,University of Texas Arlington
38.4236597,-82.42471979999999,Marshall University
30.211991,-92.019914,University of Louisiana Lafayette
44.1057216,-70.2021865,Bates College
38.9226843,-77.0194377,Howard University
38.908422,-76.99238749999999,Gallaudet University
38.9368811,-76.99869199999999,Catholic University of America
41.8742327,-87.62483379999999,Columbia College Chicago
53.7608608,-98.8138763,University of Manitoba
46.8619309,-113.9845969,University of Montana
34.0414348,-118.1501982,East Los Angeles College
34.0555994,-117.819263,California State Polytechnic University Pomona
41.68667809999999,-73.8936812,Vassar College
39.9617223,-75.1663954,Community College of Philadelphia
38.7951375,-89.9996714,Southern Illinois University Edwardsville
40.14932990000001,-76.58968349999999,Elizabethtown College
42.1275517,-80.0896332,Gannon University
44.0448302,-123.0726055,University of Oregon
64.8555748,-147.8340598,University of Alaska Fairbanks
38.3409222,-122.6730677,Sonoma State University
38.8314578,-77.31174709999999,George Mason University
37.29717979999999,-78.3961973,Longwood College
36.0686895,-94.1748471,University of Arkansas
35.0742206,-78.8924896,Fayetteville State University
42.298308,-71.4370588,Framingham State College
38.3013039,-77.47447,Mary Washington
42.4532365,-79.340746,SUNY at Fredonia
45.50478469999999,-73.5771511,McGill University
45.5131547,-73.5602937,UQÀM
42.2762537,-83.7412441,University of Michigan
45.50478469999999,-73.5771511,McGill
42.9269528,-85.58897189999999,Calvin College
42.96689680000001,-85.6667224,Grand Rapids Community College
40.0734008,-82.52290479999999,Denison University
40.4062697,-104.6944603,University of Northern Colorado
43.5327217,-80.22618039999999,University of Guelph
48.4634067,-123.3116935,University of Victoria
30.2849185,-97.7340567,University of Texas at Austin
38.0306511,-84.5039697,University of Kentucky
44.4780611,-88.0822618,College of Menominee Nation
41.4189262,-72.89364929999999,Quinnipiac University
39.9606643,-75.6054882,"Bloomsburg, California, Cheyney, Clarion, East Stroudsburg, Edinboro, Indiana, Kutztown, Lock Haven, Mansfield, Millersville, Shippensburg, Slippery Rock and West Chester universities of Pennsylvania"
41.2033216,-77.1945247,Pennsylvania university system
41.7477163,-72.6905038,Trinity College
36.0770034,-79.7718199,North Carolina A-T State University
40.7405244,-73.9832615,Baruch College
40.72951339999999,-73.9964609,New York University
40.7354925,-73.9971361,New School
40.7166872,-73.5993965,Hofstra University
21.299824,-157.8148228,UH-Manoa
41.3660163,-93.562973,Simpson College
40.8095133,-73.96339689999999,Barnard
40.8095133,-73.96339689999999,Barnard College
42.360091,-71.09416,The Massachusetts Institute of Technology
42.3398067,-71.0891717,Northeastern University
42.44740729999999,-76.4808417,Cornell University's School of Industrial and Labor Relations
33.6404952,-117.8442962,UC Irvine
30.2661204,-81.50723140000001,University of North Florida
39.033304,-94.5775473,University of Missouri Kansas City
42.9254277,-72.2803457,Keene State College
41.4862328,-71.53067879999999,University of Rhode Island
41.2655521,-95.9463862,Creighton University The Creightonian
29.7214214,-95.3592691,Texas Southern University
30.2849185,-97.7340567,University of Texas- Austin
41.9989483,-87.65825919999999,Loyola University Chicago
41.7179751,-87.60943879999999,Chicago State University
42.4534492,-76.4735027,Cornell
38.564761,-121.4276493,California State University Sacramento
32.7721681,-117.1888625,The University of San Diego
30.2849185,-97.7340567,University of Texas
34.0223519,-118.285117,the University of Southern California
34.068921,-118.4451811,UCLA
27.5269111,-97.884787,Texas A &M University Kingsville
43.8159885,-91.23115330000002,University of Wisconsin LaCrosse
36.107496,-115.1435252,"University of Nevada, Las Vegas"
47.2617495,-122.4814442,University of Puget Sound
32.2318851,-110.9501094,University of Arizona
34.1035316,-117.7119768,The Claremont Colleges
44.4621319,-93.1840281,St. Olaf
32.8800604,-117.2340135,"University of California, San Diego"
32.8800604,-117.2340135,UC San Diego
45.514669,-73.5663793,Cegep du Vieux Montreal
45.5123906,-73.67180809999999,Cégep de Saint-Laurent
-33.769979,150.7734575,Saint Mary's
32.2792887,-106.7491391,New Mexico State University
38.9543439,-95.2557961,University of Kansas
34.1482032,-118.1404425,Fuller Theological Seminary
44.0262095,-88.55081559999999,University of Wisconsin Oshkosh
41.2580268,-96.010696,University of Nebraska at Omaha
42.8627836,-112.429762,Idaho State University
40.3430942,-74.65507389999999,Princeton
37.4245914,-81.005363,Concord College
18.220833,-66.590149,University of Puerto Rico
29.9346582,-90.1209925,Loyola University New Orleans
40.2390377,-74.96717900000002,Bucks County Community College
40.691145,-73.9805528,Long Island University Brooklyn Campus
41.8071104,-72.25235239999999,University of Connecticut
39.9566127,-75.18994409999999,Drexel University
40.7678398,-73.9645291,Hunter College
40.8506041,-73.9297205,Yeshiva University
36.9847153,-86.4559991,Western Kentucky University
41.3797788,-83.6300826,Bowling Green State University
29.4457849,-98.4959969,San Antonio College
40.8728933,-73.8945076,Lehman College
29.5830733,-98.6198779,The University of Texas at San Antonio
40.72951339999999,-73.9964609,NYU
43.5583281,-83.9869942,Delta College
35.3050053,-120.6624942,Cal Poly San Luis Obispo
41.06597319999999,-73.7891834,Westchester Community College
29.888411,-97.938351,Texas State University
26.3081983,-98.1740158,University of Texas Pan American
37.4274745,-122.169719,Stanford
30.0954974,-95.9907076,Prairie View A&M University
44.0081076,-73.1760412,Middlebury College
47.6491714,-122.3618554,Seattle Pacific University
47.6062095,-122.3320708,University of Washington Seattle campus
52.157902,-106.6701577,University of Saskatoon
37.8718992,-122.2585399,UC Berkeley
37.7626459,-122.4587106,UCSF
37.765574,-122.3901281,UCSF Mission Bay
37.7626459,-122.4587106,UC San Francisco
42.9203078,-73.2359361,Bennington College
41.2921105,-72.96189919999999,University of New Haven
44.49598,-73.163743,St Michael's College
32.8800604,-117.2340135,the University of California San Diego
32.8800604,-117.2340135,University California San Diego
42.5121517,-92.4646469,University of Northern Iowa
47.4906616,-117.5847877,Eastern Washington University
40.0506453,-77.5202647,Shippensburg
34.1300755,-117.8883593,Azusa Pacific University
39.3476737,-76.6172375,Loyola College Maryland
32.4196512,-81.7842919,Georgia Southern University
38.7092187,-90.3083223,University of Missouri St.Louis
38.6348237,-90.2336408,Saint Louis University
42.3591388,-83.06654619999999,Wayne State University
44.7956278,-91.5038225,University of Wisconsin Eau Claire
35.657506,-97.4709491,University of Central Oklahoma
38.0335529,-78.5079772,University of Virginia
43.4738499,-80.5274701,Wilfrid Laurier University
42.2935733,-71.3059277,Wellesley College
44.9491147,-93.111261,St. Paul College
37.9798869,-121.3128577,University of the Pacific
33.8842409,-118.3302549,El Camino College
37.525398,-120.8554591,California State University Stanislaus
40.2802758,-74.0054114,Monmouth University
30.4227211,-84.2877093,Florida Agricultural and Mechanical University
30.4227211,-84.2877093,Florida A&M
39.3437959,-76.5843847,Morgan State University
39.3299013,-76.6205177,Johns Hopkins University
27.9468757,-82.46722659999999,University of Tampa
34.465182,-81.87755899999999,Presbyterian College
33.4242399,-111.9280527,Arizona State University
30.6186806,-96.3364655,Texas A&M University in College Station
30.6186806,-96.3364655,Texas A &M University
30.6186806,-96.3364655,Texas A&M University
49.891786,-97.153556,University of Winnipeg
43.6628917,-79.39565640000001,the University of Toronto campus
53.5232189,-113.5263186,University of Alberta
38.8491957,-104.8254254,Colorado College
33.9737055,-117.3280644,UC Riverside
36.970591,-82.560716,University of Virginia Wise
44.5637806,-123.2794442,Oregon State University
32.9856974,-96.7502474,University of Texas Dallas
35.5015528,-80.8423248,Davidson College
38.5382322,-121.7617125,UC Davis
38.5382322,-121.7617125,"University of California, Davis"
38.5382322,-121.7617125,"University of California,Davis"
41.1066413,-80.6480952,Youngstown State University
42.2506803,-83.624089,Eastern Michigan University
41.902411,-87.822057,Dominican University
29.2110122,-81.03157399999999,Bethune Cookman University
39.7401454,-84.17904449999999,University of Dayton
41.935056,-88.7734365,Northern Illinois University
45.6673524,-111.0546211,Montana State University
46.560196500000004,-87.4076051,Northern Michigan University
45.2006802,-123.1993365,Linfield College
35.1187498,-89.9374928,University of Memphis
45.4948363,-73.577912799999993,Concordia
45.514669,-73.5663793,CÉGEP Vieux-Montreal
45.5131547,-73.5602937,l’Université du Québec à Montréal (UQAM)
45.5056156,-73.61375919999999,University of Montreal
42.9849233,-81.2452768,"already demonstrated at Humber College, Sheridan College and Fanshaw College in London, Ont"
37.5758243,-77.5397192,University of Richmond
45.55086130000001,-73.5532995,CEGEP Maisonneuve
45.6184246,-73.60685749999999,CEGEP Marie-Victorin
45.5123906,-73.67180809999999,CEGEP Saint-Laurent
43.6628917,-79.39565640000001,UTSG
40.2027462,-77.2008334,Dickinson College
49.3117995,-117.652355,Selkirk College
40.1019523,-88.2271615,University of Illinois at Urbana-Champaign
35.3070929,-80.735164,University of North Carolina Charlotte
37.7079717,-89.2229983,"Southern Illinois University,Carbondale"
38.0063054,-78.484332,Piedmont Virginia Community College
34.1006868,-117.7065073,Claremont McKenna College
34.055103,-117.7499909,Pomona
35.2270869,-80.8431267,North Carolina at Charlotte
35.188626,-80.83297240000002,Queens University of Charlotte
38.1885119,-76.42627499999999,St Mary's College of Maryland
38.1885119,-76.42627499999999,St.Mary's College of Maryland
37.3647146,-120.4241184,University of California Merced
32.9211774,-96.7284624,Richland College
42.3242969,-83.2376024,Henry Ford Community College
40.7602397,-74.4266389,Drew University
32.4700922,-99.7080103,Abilene Christian University
34.1039266,-117.7101745,Scripps College
39.7453882,-105.0006377,Auraria Campus
39.7463596,-105.002342,University of Colorado Denver
32.7774047,-117.0714068,San Diego State
45.5131547,-73.5602937,Université de Québec a Montréal
45.514669,-73.5663793,CEGEP Vieux-Montreal
45.5131547,-73.5602937,UQAM
45.514669,-73.5663793,CEGEP du Vieux-Montreal
42.701848,-84.4821719,Michigan State University
45.5018869,-73.56739189999999,Université de Québec à Montréal (UQAM)
39.63942520000001,-86.8634933,DePauw University
45.5131547,-73.5602937,L’Université du Québec à Montréal
32.7323764,-97.280207,Texas Wesleyan University
30.2849185,-97.7340567,The University of Texas at Austin
42.7272876,-92.4824407,Wartburg College
36.3023954,-82.36985299999999,ETSU
36.3023954,-82.36985299999999,East Tennessee State University:
36.0686895,-94.1748471,University of Arkansas Main Campus
40.8201966,-96.7004763,University of Nebraska at Lincoln
45.5131547,-73.5602937,Université du Québec à Montréal (UQAM)
42.7875308,-86.1026663,Hope College
30.7135813,-95.547276,Sam Houston State University
39.0312035,-84.4625345,Northern Kentucky University
37.3952229,-79.1515702,Virginia University of Lynchburg
39.1974437,-96.5847249,K-State
39.1974437,-96.5847249,Kansas State University
33.7756178,-84.39628499999999,Georgia Tech
32.5313471,-92.068744,University of Louisiana Monroe
37.8718992,-122.2585399,University of California-Berkley
37.8718992,-122.2585399,University of California at Berkeley
39.9987943,-76.3527392,Millersville University
44.8716186,-91.9267041,University of Wisconsin Stout
36.1683703,-86.8258566,Tennessee State University
37.22838429999999,-80.42341669999999,Virginia Tech
42.3465952,-71.0895292,Berklee College
42.360091,-71.09416,Massachusetts Institute of Technology
33.207488,-97.1525862,University of North Texas
33.2272211,-97.127052,Texas Woman's University
45.5056156,-73.61375919999999,Université de Montréal (UdeM)
42.2964421,-71.2657077,Babson College
44.97399,-93.2277285,the University of Minnesota's St. Paul campus
27.763435,-82.6352615,University of South Florida St.Petersburg
42.6410428,-95.2097352,Buena Vista University
42.7331994,-90.48782140000002,University of Wisconsin Platteville
45.4810848,-122.6308086,Reed College
30.4227211,-84.2877093,Florida A&M University
43.4738499,-80.5274701,Laurier
35.78948099999999,-78.637391,Peace College
43.7852043,-79.2281691,Centennial College
43.676042700000004,-79.41072840000001,George Brown
43.0144419,-79.26234029999999,Niagara College
43.7722498,-79.4996257,Seneca at York
43.676042700000004,-79.41072840000001,George Brown College
43.7734535,-79.50186839999999,Seneca college campus at York University
44.76470579999999,-106.9429672,Sheridan college
40.6311257,-73.9523802,Brooklyn College
41.7055716,-86.2353388,Notre Dame
42.2392391,-71.8079608,Holy Cross
47.02316279999999,-122.9304656,South Puget Sound Community College
33.4981687,-80.8492832,South Carolina State
40.2787626,-111.7153739,Utah Valley University
43.4722854,-80.5448576,University of Waterloo
43.5142733,-83.9623559,Saginaw Valley State University
45.5131547,-73.5602937,Université du Québec à Montréal
45.5018869,-73.56739189999999,Université de Montréal
45.5018869,-73.56739189999999,Universite de Montreal
42.3141992,-71.0419953,University of Massachusetts Boston
40.9135265,-90.6386297,Monmouth College
45.6425126,-73.8418398,CEGEP Lionel-Groulx
44.8538061,-123.2405476,Western Oregon University
40.8666026,-74.1976433,Montclair State University
46.78174629999999,-71.2747424,Université Laval
45.5360826,-73.4937692,CEGEP Edouard-Montpetit
45.3779155,-71.92944050000001,University of Sherbrooke
38.45573,-122.7211551,Santa Rosa Junior College
45.55988869999999,-73.7193243,CEGEP Montmorency
42.6678782,-83.20823469999999,Oakland University
44.76470579999999,-106.9429672,Sheridan College
39.721199,-89.60927869999999,Lincoln Land Community College
38.7455928,-90.437059,St. Louis Community College
33.1298249,-117.1586856,"California State University, San Marcos"
37.765574,-122.3901281,UCSF Mission Bay campus
1.2814942,103.8448202,Chinatown
38.9237863,-94.7306238,Johnson County Community College
34.1376576,-118.125269,Caltech
35.0713551,-106.6289378,Central New Mexico Community College
40.7322206,-111.8549815,Westminster College
32.8800604,-117.2340135,UCSD
43.7830333,-79.1873806,UTSC
43.6628917,-79.39565640000001,University of Toronto Scarborough
38.9869183,-76.9425543,University of Maryland
34.0223519,-118.285117,USC
33.4756761,-82.0224542,Augusta State University
53.8922034,-122.8133607,University of Northern British Columbia
50.6707684,-120.3660271,Thompson Rivers University
37.765574,-122.3901281,UCSF Mission Bay Campus
43.65318449999999,-79.3914842,Ontario College of Art and Design University
40.8200471,-73.9492724,City College of New York
38.9097057,-77.06535650000001,Georgetown
42.9641221,-85.8890404,GVSU
42.0266573,-93.6464516,Iowa State University
41.8760026,-87.6251806,Roosevelt University
49.2847564,-123.1118716,"CUPE members held a silent protest outside of the library and Maggie Benston Centre, and on Oct. 19, they walked off the job and picketed the SFU Vancouver locations, including the Harbour Centre and Woodward’s campuses"
49.2847564,-123.1118716,"SFU’s Vancouver campuses, including Harbour Centre and Woodward’s, were picketed on Saturday and Sunday"
32.7078531,-97.3628041,Texas Christian University
44.0489409,-123.0947649,Lane Community Downtown Campus
49.2666104,-123.0990736,Native Education College
49.2780937,-122.9198833,Simon Fraser
35.0457984,-85.3093995,University of Tennessee in Chattanooga
39.21824,-76.0695767,Washington College
41.8685636,-87.6484497,University of Illinois at Chicago campus
41.9748871,-87.7108736,North Park University
49.28458939999999,-123.11146,SFU’s Vancouver and Surrey campuses
49.1865906,-122.8490733,all three of SFU’s campuses
42.2930114,-71.26378199999999,Olin College of Engineering
42.3811689,-71.11756679999999,Lesley University
48.4634067,-123.3116935,the University of Victoria
40.5008405,-74.44741739999999,Rutgers
33.8823476,-117.8851033,California State University - Fullerton
39.0804917,-108.5534074,Mesa State College
39.9927652,-75.2941372,Haverford and Bryn Mawr Colleges
40.00744230000001,-75.3051299,Haverford College
38.8714463,-99.3444887,Fort Hays State University
19.6999095,-155.0853594,University of Hawai'i at Hilo
47.1150259,-88.5452004,Michigan Tech
40.3519854,-94.8825243,Northwest Missouri State University
21.3008904,-157.8173481,University of Hawaii
45.4896599,-73.5880803,Dawson College
37.3351874,-121.8810715,San Jose State University
46.4918881,-84.36387739999999,Lake Superior State University
42.255425,-72.5728843,Mount Holyoke
34.068921,-118.4451811,the UC system at almost every campus
45.5056156,-73.61375919999999,Université de Montréal’s (UdeM)
45.514669,-73.5663793,Cégep du Vieux Montréal
45.55086130000001,-73.5532995,Collège de Maisonneuve
40.7509381,-73.9735038,City University of New York
